2001-05-05,Agdenes,8,0
2001-05-12,Agdenes,5,0
2001-05-18,Agdenes,1,0
2001-05-19,Agdenes,1,0
2001-05-25,Agdenes,3,3
2001-05-26,Agdenes,5,3
2001-06-02,Agdenes,2,0
2001-06-03,Agdenes,2,0
2001-06-08,Agdenes,4,0
2001-06-09,Agdenes,4,0
2001-06-12,Agdenes,2,0
2001-06-13,Agdenes,2,0
2001-06-14,Agdenes,2,0
2001-06-16,Agdenes,2,2
2001-07-06,Agdenes,7,0
2001-07-07,Agdenes,7,0
2001-07-13,Agdenes,2,0
2001-07-14,Agdenes,2,0
2001-07-20,Agdenes,2,0
2001-07-21,Agdenes,2,0
2001-08-04,Agdenes,1,1
2001-08-17,Agdenes,10,0
2001-08-18,Agdenes,10,0
2001-08-25,Agdenes,1,3
2001-08-31,Agdenes,0,0
2001-09-01,Agdenes,0,0
2001-09-02,Agdenes,0,0
2001-09-07,Agdenes,10,0
2001-09-08,Agdenes,10,0
2001-09-21,Agdenes,7,3
2001-09-22,Agdenes,7,3
2001-09-28,Agdenes,10,0
2001-09-29,Agdenes,10,0
2001-10-05,Agdenes,10,0
2001-10-06,Agdenes,10,0
2001-10-12,Agdenes,10,0
2001-10-13,Agdenes,10,0
2001-10-18,Agdenes,2,0
2001-10-19,Agdenes,2,0
2001-10-20,Agdenes,2,0
2001-10-26,Agdenes,10,0
2001-10-27,Agdenes,10,0
2001-11-02,Agdenes,6,0
2001-11-03,Agdenes,6,0
2001-11-09,Agdenes,5,0
2001-11-10,Agdenes,5,0
2001-11-23,Agdenes,2,0
2001-12-23,Agdenes,4,0
2001-12-24,Agdenes,4,0
2001-12-25,Agdenes,4,0
2001-12-29,Agdenes,4,0
2001-12-30,Agdenes,4,0
2001-12-31,Agdenes,4,0
2002-01-01,Agdenes,4,0
2002-01-18,Agdenes,10,0
2002-01-19,Agdenes,10,0
2002-01-26,Agdenes,3,0
2002-02-02,Agdenes,3,2
2002-02-03,Agdenes,3,2
2002-02-04,Agdenes,3,2
2002-02-08,Agdenes,1,1
2002-02-09,Agdenes,1,1
2002-02-15,Agdenes,2,0
2002-02-16,Agdenes,2,0
2002-02-22,Agdenes,9,0
2002-02-23,Agdenes,9,0
2002-03-02,Agdenes,3,0
2002-03-09,Agdenes,13,0
2002-03-22,Agdenes,8,0
2002-03-23,Agdenes,8,0
2002-03-26,Agdenes,2,0
2002-03-27,Agdenes,2,0
2002-04-05,Agdenes,1,0
2002-04-12,Agdenes,2,0
2002-04-13,Agdenes,3,1
2002-04-19,Agdenes,3,0
2002-04-20,Agdenes,3,0
2002-04-24,Agdenes,1,1
2002-05-03,Agdenes,3,0
2002-05-04,Agdenes,3,0
2002-05-17,Agdenes,2,2
2002-05-18,Agdenes,2,2
2002-05-19,Agdenes,10,0
2002-05-22,Agdenes,2,1
2002-05-23,Agdenes,2,1
2002-05-24,Agdenes,4,0
2002-05-25,Agdenes,4,0
2002-05-26,Agdenes,1,1
2002-05-27,Agdenes,1,1
2002-05-28,Agdenes,1,1
2002-05-29,Agdenes,1,1
2002-05-31,Agdenes,3,0
2002-06-01,Agdenes,3,0
2002-06-10,Agdenes,2,0
2002-06-14,Agdenes,4,4
2002-06-15,Agdenes,4,4
2002-06-29,Agdenes,1,1
2002-07-05,Agdenes,4,2
2002-07-06,Agdenes,4,2
2002-07-12,Agdenes,5,5
2002-07-13,Agdenes,5,5
2002-07-14,Agdenes,1,1
2002-07-20,Agdenes,1,0
2002-08-03,Agdenes,3,0
2002-08-09,Agdenes,1,1
2002-08-10,Agdenes,1,1
2002-08-16,Agdenes,2,0
2002-08-17,Agdenes,3,1
2002-08-23,Agdenes,1,1
2002-08-24,Agdenes,2,0
2002-09-07,Agdenes,6,0
2002-09-13,Agdenes,5,2
2002-09-14,Agdenes,7,2
2002-09-15,Agdenes,1,1
2002-09-16,Agdenes,1,1
2002-09-20,Agdenes,10,0
2002-09-21,Agdenes,10,0
2002-09-23,Agdenes,3,0
2002-09-27,Agdenes,8,0
2002-09-28,Agdenes,8,0
2002-10-04,Agdenes,10,0
2002-10-05,Agdenes,10,0
2002-10-18,Agdenes,10,0
2002-10-19,Agdenes,10,0
2002-10-25,Agdenes,3,0
2002-10-26,Agdenes,8,0
2002-11-01,Agdenes,2,0
2002-11-02,Agdenes,2,0
2002-11-15,Agdenes,2,0
2002-11-16,Agdenes,4,0
2002-12-16,Agdenes,3,0
2003-01-17,Agdenes,5,5
2003-01-18,Agdenes,5,5
2003-01-24,Agdenes,9,0
2003-01-25,Agdenes,9,0
2003-01-31,Agdenes,5,4
2003-02-01,Agdenes,5,4
2003-02-14,Agdenes,5,0
2003-02-15,Agdenes,5,0
2003-02-22,Agdenes,2,0
2003-02-28,Agdenes,2,2
2003-03-01,Agdenes,2,2
2003-03-06,Agdenes,1,1
2003-03-07,Agdenes,1,1
2003-03-08,Agdenes,1,1
2003-03-14,Agdenes,2,0
2003-03-15,Agdenes,6,0
2003-03-21,Agdenes,10,0
2003-03-22,Agdenes,10,0
2003-03-28,Agdenes,4,4
2003-03-29,Agdenes,4,4
2003-04-16,Agdenes,2,0
2003-04-17,Agdenes,2,0
2003-04-18,Agdenes,2,0
2003-04-20,Agdenes,6,0
2003-04-25,Agdenes,4,2
2003-04-26,Agdenes,4,2
2003-04-29,Agdenes,2,0
2003-04-30,Agdenes,2,0
2003-05-02,Agdenes,4,0
2003-05-03,Agdenes,4,0
2003-05-09,Agdenes,4,0
2003-05-10,Agdenes,6,2
2003-05-24,Agdenes,1,1
2003-05-30,Agdenes,2,2
2003-05-31,Agdenes,2,2
2003-06-16,Agdenes,2,0
2003-06-25,Agdenes,2,2
2003-06-27,Agdenes,5,0
2003-06-28,Agdenes,5,0
2003-06-29,Agdenes,1,4
2003-06-30,Agdenes,1,4
2003-07-01,Agdenes,1,4
2003-07-11,Agdenes,4,0
2003-07-12,Agdenes,4,0
2003-07-17,Agdenes,2,2
2003-07-18,Agdenes,2,2
2003-08-08,Agdenes,8,0
2003-08-09,Agdenes,8,0
2003-08-16,Agdenes,6,4
2003-08-22,Agdenes,3,3
2003-08-23,Agdenes,3,3
2003-08-30,Agdenes,2,0
2003-09-05,Agdenes,4,0
2003-09-06,Agdenes,4,0
2003-09-12,Agdenes,2,1
2003-09-13,Agdenes,4,1
2003-09-19,Agdenes,4,4
2003-09-20,Agdenes,4,4
2003-09-26,Agdenes,4,1
2003-09-27,Agdenes,8,1
2003-09-28,Agdenes,2,0
2003-09-30,Agdenes,2,0
2003-10-03,Agdenes,2,2
2003-10-04,Agdenes,2,2
2003-10-10,Agdenes,10,0
2003-10-11,Agdenes,9,0
2003-10-17,Agdenes,5,5
2003-10-18,Agdenes,5,5
2003-10-24,Agdenes,6,4
2003-10-25,Agdenes,6,4
2003-11-01,Agdenes,8,2
2003-11-05,Agdenes,5,2
2003-11-07,Agdenes,3,0
2003-11-08,Agdenes,3,0
2003-11-28,Agdenes,6,1
2003-11-29,Agdenes,6,1
2003-12-19,Agdenes,2,0
2003-12-20,Agdenes,2,0
2004-01-17,Agdenes,4,3
2004-01-31,Agdenes,2,0
2004-02-13,Agdenes,7,3
2004-02-14,Agdenes,7,3
2004-02-20,Agdenes,1,1
2004-02-27,Agdenes,10,0
2004-02-28,Agdenes,10,0
2004-03-05,Agdenes,7,0
2004-03-12,Agdenes,3,1
2004-03-13,Agdenes,3,1
2004-03-19,Agdenes,10,0
2004-03-20,Agdenes,10,0
2004-03-26,Agdenes,10,0
2004-03-27,Agdenes,10,0
2004-04-03,Agdenes,6,0
2004-04-04,Agdenes,6,0
2004-04-06,Agdenes,1,1
2004-04-07,Agdenes,2,2
2004-04-08,Agdenes,2,2
2004-04-09,Agdenes,10,0
2004-04-10,Agdenes,10,0
2004-04-11,Agdenes,3,1
2004-04-17,Agdenes,4,3
2004-04-24,Agdenes,5,0
2004-05-04,Agdenes,2,0
2004-05-05,Agdenes,2,0
2004-05-06,Agdenes,2,0
2004-05-07,Agdenes,4,0
2004-05-08,Agdenes,4,0
2004-05-09,Agdenes,2,0
2004-05-10,Agdenes,2,0
2004-05-11,Agdenes,2,0
2004-05-20,Agdenes,8,0
2004-05-22,Agdenes,3,3
2004-05-28,Agdenes,6,0
2004-05-29,Agdenes,6,0
2004-05-30,Agdenes,4,0
2004-06-04,Agdenes,1,1
2004-06-05,Agdenes,1,1
2004-06-11,Agdenes,3,3
2004-06-12,Agdenes,3,3
2004-06-19,Agdenes,3,0
2004-06-25,Agdenes,1,1
2004-06-26,Agdenes,1,1
2004-07-02,Agdenes,1,1
2004-07-03,Agdenes,1,1
2004-07-04,Agdenes,1,1
2004-07-05,Agdenes,2,0
2004-07-06,Agdenes,2,0
2004-07-07,Agdenes,2,0
2004-07-08,Agdenes,2,0
2004-07-09,Agdenes,2,0
2004-07-10,Agdenes,2,0
2004-07-11,Agdenes,2,0
2004-07-14,Agdenes,2,0
2004-07-15,Agdenes,2,0
2004-07-16,Agdenes,2,0
2004-07-23,Agdenes,2,2
2004-07-24,Agdenes,2,0
2004-07-30,Agdenes,1,2
2004-07-31,Agdenes,1,2
2004-08-03,Agdenes,3,2
2004-08-04,Agdenes,3,2
2004-08-05,Agdenes,3,2
2004-08-06,Agdenes,4,1
2004-08-07,Agdenes,4,1
2004-08-13,Agdenes,2,0
2004-08-14,Agdenes,2,0
2004-08-20,Agdenes,1,2
2004-08-21,Agdenes,1,2
2004-08-27,Agdenes,10,0
2004-08-28,Agdenes,10,0
2004-09-02,Agdenes,8,0
2004-09-03,Agdenes,8,0
2004-09-04,Agdenes,6,0
2004-09-10,Agdenes,4,0
2004-09-11,Agdenes,4,0
2004-09-17,Agdenes,6,0
2004-09-18,Agdenes,7,2
2004-09-24,Agdenes,9,0
2004-09-25,Agdenes,9,0
2004-10-01,Agdenes,9,1
2004-10-02,Agdenes,1,1
2004-10-16,Agdenes,9,0
2004-10-17,Agdenes,9,0
2004-10-22,Agdenes,4,0
2004-10-23,Agdenes,10,0
2004-10-29,Agdenes,4,2
2004-10-30,Agdenes,12,0
2004-11-13,Agdenes,6,0
2004-11-19,Agdenes,3,0
2004-11-20,Agdenes,3,0
2004-12-15,Agdenes,2,1
2004-12-31,Agdenes,8,0
2005-01-01,Agdenes,8,0
2005-01-16,Agdenes,2,0
2005-01-17,Agdenes,2,0
2005-02-04,Agdenes,4,0
2005-02-05,Agdenes,4,0
2005-02-14,Agdenes,3,3
2005-02-15,Agdenes,3,3
2005-02-18,Agdenes,6,3
2005-02-19,Agdenes,6,3
2005-02-25,Agdenes,3,3
2005-02-26,Agdenes,3,3
2005-03-04,Agdenes,5,0
2005-03-12,Agdenes,1,0
2005-03-20,Agdenes,6,0
2005-03-25,Agdenes,8,0
2005-03-26,Agdenes,4,0
2005-03-27,Agdenes,4,0
2005-04-01,Agdenes,2,0
2005-04-02,Agdenes,1,0
2005-04-08,Agdenes,8,2
2005-04-09,Agdenes,8,2
2005-04-13,Agdenes,3,1
2005-04-15,Agdenes,10,0
2005-04-16,Agdenes,10,0
2005-04-22,Agdenes,2,1
2005-04-23,Agdenes,2,1
2005-04-29,Agdenes,7,0
2005-04-30,Agdenes,7,0
2005-05-03,Agdenes,1,0
2005-05-05,Agdenes,1,1
2005-05-07,Agdenes,2,0
2005-05-09,Agdenes,2,0
2005-05-10,Agdenes,2,0
2005-05-11,Agdenes,2,0
2005-05-13,Agdenes,4,4
2005-05-14,Agdenes,4,4
2005-05-15,Agdenes,2,2
2005-05-20,Agdenes,3,0
2005-05-21,Agdenes,8,0
2005-05-25,Agdenes,2,0
2005-05-26,Agdenes,2,0
2005-05-27,Agdenes,5,0
2005-05-28,Agdenes,3,3
2005-06-03,Agdenes,2,0
2005-06-04,Agdenes,2,0
2005-06-10,Agdenes,10,0
2005-06-11,Agdenes,10,0
2005-06-18,Agdenes,8,0
2005-06-23,Agdenes,5,0
2005-06-24,Agdenes,10,0
2005-06-25,Agdenes,10,0
2005-06-26,Agdenes,5,0
2005-06-27,Agdenes,5,0
2005-06-28,Agdenes,5,0
2005-07-01,Agdenes,8,1
2005-07-02,Agdenes,8,0
2005-07-16,Agdenes,3,0
2005-07-23,Agdenes,1,1
2005-07-27,Agdenes,4,0
2005-07-28,Agdenes,6,2
2005-08-06,Agdenes,1,1
2005-08-13,Agdenes,4,4
2005-08-14,Agdenes,4,4
2005-08-26,Agdenes,9,1
2005-08-27,Agdenes,9,1
2005-09-02,Agdenes,6,4
2005-09-03,Agdenes,6,4
2005-09-09,Agdenes,10,0
2005-09-10,Agdenes,10,0
2005-09-16,Agdenes,4,0
2005-09-17,Agdenes,10,0
2005-09-23,Agdenes,10,0
2005-09-24,Agdenes,10,0
2005-09-30,Agdenes,9,0
2005-10-01,Agdenes,9,0
2005-10-07,Agdenes,10,0
2005-10-08,Agdenes,10,0
2005-10-21,Agdenes,10,0
2005-10-22,Agdenes,10,0
2005-11-04,Agdenes,3,3
2005-11-05,Agdenes,3,3
2005-11-18,Agdenes,10,0
2005-11-19,Agdenes,10,0
2005-11-25,Agdenes,4,2
2005-11-26,Agdenes,4,2
2005-12-16,Agdenes,1,1
2005-12-17,Agdenes,1,1
2005-12-28,Agdenes,1,1
2005-12-29,Agdenes,1,1
2006-01-20,Agdenes,3,0
2006-01-21,Agdenes,8,0
2006-01-27,Agdenes,8,0
2006-01-28,Agdenes,8,0
2006-02-03,Agdenes,4,0
2006-02-04,Agdenes,9,3
2006-02-10,Agdenes,6,0
2006-02-11,Agdenes,6,0
2006-02-15,Agdenes,2,0
2006-02-16,Agdenes,2,0
2006-02-17,Agdenes,4,0
2006-02-18,Agdenes,4,0
2006-02-25,Agdenes,10,0
2006-03-03,Agdenes,8,0
2006-03-04,Agdenes,8,0
2006-03-10,Agdenes,2,0
2006-03-11,Agdenes,2,0
2006-03-18,Agdenes,5,1
2006-03-24,Agdenes,10,0
2006-03-25,Agdenes,10,0
2006-03-31,Agdenes,3,0
2006-04-01,Agdenes,6,0
2006-04-09,Agdenes,2,0
2006-04-10,Agdenes,1,3
2006-04-11,Agdenes,1,3
2006-04-12,Agdenes,1,3
2006-04-21,Agdenes,2,0
2006-04-22,Agdenes,10,0
2006-04-26,Agdenes,4,0
2006-04-28,Agdenes,9,0
2006-04-29,Agdenes,9,0
2006-04-30,Agdenes,5,0
2006-05-05,Agdenes,9,0
2006-05-06,Agdenes,9,0
2006-05-10,Agdenes,3,0
2006-05-11,Agdenes,3,0
2006-05-13,Agdenes,0,0
2006-05-19,Agdenes,10,0
2006-05-20,Agdenes,8,0
2006-05-26,Agdenes,1,2
2006-05-27,Agdenes,3,3
2006-05-29,Agdenes,2,0
2006-05-30,Agdenes,2,0
2006-06-02,Agdenes,1,1
2006-06-03,Agdenes,2,2
2006-06-04,Agdenes,1,1
2006-06-05,Agdenes,3,0
2006-06-06,Agdenes,3,0
2006-06-09,Agdenes,0,0
2006-06-10,Agdenes,0,0
2006-06-11,Agdenes,0,0
2006-06-12,Agdenes,1,2
2006-06-16,Agdenes,4,0
2006-06-17,Agdenes,4,0
2006-06-23,Agdenes,6,0
2006-06-24,Agdenes,6,0
2006-06-26,Agdenes,2,0
2006-06-27,Agdenes,2,0
2006-06-30,Agdenes,5,2
2006-07-14,Agdenes,5,0
2006-07-15,Agdenes,5,0
2006-07-18,Agdenes,1,1
2006-07-19,Agdenes,1,1
2006-07-21,Agdenes,2,1
2006-07-22,Agdenes,2,1
2006-07-24,Agdenes,2,2
2006-08-04,Agdenes,1,1
2006-08-05,Agdenes,1,1
2006-08-19,Agdenes,3,0
2006-08-23,Agdenes,2,0
2006-08-26,Agdenes,2,0
2006-09-01,Agdenes,9,0
2006-09-02,Agdenes,9,0
2006-09-08,Agdenes,8,0
2006-09-09,Agdenes,8,0
2006-09-16,Agdenes,10,0
2006-09-22,Agdenes,0,0
2006-09-23,Agdenes,0,0
2006-09-29,Agdenes,10,0
2006-09-30,Agdenes,10,0
2006-10-06,Agdenes,12,0
2006-10-07,Agdenes,12,0
2006-10-13,Agdenes,10,0
2006-10-14,Agdenes,10,0
2006-10-20,Agdenes,5,0
2006-10-21,Agdenes,5,0
2006-10-27,Agdenes,2,0
2006-11-03,Agdenes,8,2
2006-11-04,Agdenes,1,3
2006-11-10,Agdenes,2,0
2006-11-11,Agdenes,2,0
2006-11-17,Agdenes,3,0
2006-11-18,Agdenes,8,0
2006-11-25,Agdenes,1,5
2006-12-02,Agdenes,9,0
2006-12-26,Agdenes,3,1
2006-12-27,Agdenes,3,1
2006-12-28,Agdenes,3,1
2006-12-29,Agdenes,6,0
2006-12-30,Agdenes,6,0
2006-12-31,Agdenes,6,0
2007-01-06,Agdenes,1,2
2007-01-26,Agdenes,8,0
2007-01-27,Agdenes,8,0
2007-02-16,Agdenes,3,0
2007-02-17,Agdenes,3,0
2007-02-21,Agdenes,4,0
2007-03-07,Agdenes,4,0
2007-03-17,Agdenes,8,0
2007-03-23,Agdenes,2,0
2007-03-24,Agdenes,2,0
2007-03-30,Agdenes,10,0
2007-03-31,Agdenes,4,4
2007-04-03,Agdenes,3,0
2007-04-05,Agdenes,6,2
2007-04-06,Agdenes,10,0
2007-04-20,Agdenes,10,0
2007-04-21,Agdenes,10,0
2007-04-28,Agdenes,4,0
2007-05-04,Agdenes,2,0
2007-05-05,Agdenes,2,0
2007-05-12,Agdenes,2,0
2007-05-14,Agdenes,2,0
2007-05-15,Agdenes,2,0
2007-05-17,Agdenes,6,0
2007-05-18,Agdenes,7,0
2007-05-19,Agdenes,5,1
2007-05-26,Agdenes,5,0
2007-05-27,Agdenes,10,0
2007-05-28,Agdenes,10,0
2007-06-15,Agdenes,6,3
2007-06-16,Agdenes,1,3
2007-06-30,Agdenes,3,3
2007-07-06,Agdenes,1,1
2007-07-07,Agdenes,1,1
2007-07-20,Agdenes,2,2
2007-07-21,Agdenes,4,2
2007-08-03,Agdenes,1,5
2007-08-04,Agdenes,1,5
2007-08-17,Agdenes,2,2
2007-08-18,Agdenes,2,2
2007-08-24,Agdenes,4,0
2007-08-25,Agdenes,8,0
2007-08-31,Agdenes,10,0
2007-09-01,Agdenes,6,2
2007-09-02,Agdenes,4,1
2007-09-07,Agdenes,7,0
2007-09-08,Agdenes,5,4
2007-09-14,Agdenes,9,0
2007-09-15,Agdenes,9,0
2007-09-21,Agdenes,7,0
2007-09-22,Agdenes,10,0
2007-09-23,Agdenes,4,4
2007-09-24,Agdenes,4,4
2007-09-26,Agdenes,0,0
2007-09-27,Agdenes,0,0
2007-09-28,Agdenes,0,0
2007-09-29,Agdenes,0,0
2007-09-30,Agdenes,0,0
2007-10-01,Agdenes,0,0
2007-10-02,Agdenes,0,0
2007-10-03,Agdenes,0,0
2007-10-04,Agdenes,0,0
2007-10-05,Agdenes,0,0
2007-10-06,Agdenes,0,0
2007-10-07,Agdenes,0,0
2007-10-08,Agdenes,0,0
2007-10-09,Agdenes,0,0
2007-10-10,Agdenes,0,0
2007-10-11,Agdenes,0,0
2007-10-12,Agdenes,0,0
2007-10-13,Agdenes,0,0
2007-10-14,Agdenes,0,0
2007-10-15,Agdenes,0,0
2007-10-16,Agdenes,0,0
2007-10-17,Agdenes,0,0
2007-10-18,Agdenes,0,0
2007-10-19,Agdenes,0,0
2007-10-20,Agdenes,0,0
2007-10-21,Agdenes,0,0
2007-10-22,Agdenes,0,0
2007-10-23,Agdenes,0,0
2007-10-24,Agdenes,0,0
2007-10-25,Agdenes,0,0
2007-10-26,Agdenes,0,0
2007-10-27,Agdenes,0,0
2007-11-02,Agdenes,2,0
2007-11-09,Agdenes,4,0
2007-11-10,Agdenes,4,0
2007-11-16,Agdenes,3,0
2007-11-17,Agdenes,3,0
2007-11-23,Agdenes,2,0
2007-11-24,Agdenes,2,0
2007-11-27,Agdenes,2,0
2007-11-28,Agdenes,2,0
2007-12-03,Agdenes,1,0
2007-12-04,Agdenes,1,0
2007-12-13,Agdenes,1,3
2007-12-14,Agdenes,1,3
2007-12-30,Agdenes,2,2
2007-12-31,Agdenes,2,2
2008-01-02,Agdenes,8,0
2008-01-03,Agdenes,8,0
2008-01-05,Agdenes,8,0
2008-01-06,Agdenes,8,0
2008-01-11,Agdenes,10,0
2008-01-12,Agdenes,10,0
2008-01-26,Agdenes,7,0
2008-02-01,Agdenes,10,0
2008-02-02,Agdenes,10,0
2008-02-09,Agdenes,10,0
2008-02-15,Agdenes,10,0
2008-02-16,Agdenes,10,0
2008-02-21,Agdenes,1,0
2008-02-22,Agdenes,8,0
2008-02-23,Agdenes,8,0
2008-02-24,Agdenes,10,0
2008-02-29,Agdenes,7,0
2008-03-01,Agdenes,7,0
2008-03-02,Agdenes,4,0
2008-03-07,Agdenes,7,0
2008-03-08,Agdenes,7,0
2008-03-14,Agdenes,10,0
2008-03-17,Agdenes,8,0
2008-03-20,Agdenes,2,0
2008-03-21,Agdenes,2,0
2008-03-22,Agdenes,2,0
2008-03-23,Agdenes,7,0
2008-03-24,Agdenes,7,0
2008-03-29,Agdenes,10,0
2008-04-01,Agdenes,5,0
2008-04-02,Agdenes,7,0
2008-04-11,Agdenes,10,0
2008-04-12,Agdenes,10,0
2008-04-13,Agdenes,2,0
2008-04-16,Agdenes,2,3
2008-04-19,Agdenes,8,0
2008-04-20,Agdenes,1,8
2008-04-25,Agdenes,3,0
2008-04-26,Agdenes,3,0
2008-04-30,Agdenes,1,1
2008-05-01,Agdenes,1,1
2008-05-04,Agdenes,2,0
2008-05-05,Agdenes,2,0
2008-05-09,Agdenes,10,0
2008-05-10,Agdenes,4,2
2008-05-11,Agdenes,2,0
2008-05-12,Agdenes,2,0
2008-05-15,Agdenes,1,2
2008-05-17,Agdenes,4,0
2008-05-18,Agdenes,4,0
2008-06-06,Agdenes,10,0
2008-06-07,Agdenes,10,0
2008-06-11,Agdenes,4,0
2008-06-13,Agdenes,8,0
2008-06-14,Agdenes,8,0
2008-06-21,Agdenes,6,0
2008-06-25,Agdenes,1,0
2008-06-27,Agdenes,0,0
2008-06-28,Agdenes,0,0
2008-07-04,Agdenes,6,0
2008-07-05,Agdenes,6,0
2008-07-11,Agdenes,3,2
2008-07-12,Agdenes,3,2
2008-07-18,Agdenes,1,2
2008-07-19,Agdenes,1,2
2008-07-24,Agdenes,6,0
2008-07-25,Agdenes,6,0
2008-08-01,Agdenes,3,2
2008-08-02,Agdenes,3,2
2008-08-08,Agdenes,7,0
2008-08-09,Agdenes,7,0
2008-08-15,Agdenes,6,2
2008-08-16,Agdenes,6,2
2008-08-17,Agdenes,4,2
2008-08-22,Agdenes,10,0
2008-08-23,Agdenes,10,0
2008-08-29,Agdenes,5,0
2008-08-30,Agdenes,7,2
2008-09-05,Agdenes,14,0
2008-09-06,Agdenes,14,0
2008-09-07,Agdenes,5,0
2008-09-08,Agdenes,5,0
2008-09-12,Agdenes,10,0
2008-09-13,Agdenes,10,0
2008-09-19,Agdenes,10,0
2008-09-20,Agdenes,8,0
2008-09-26,Agdenes,8,0
2008-09-27,Agdenes,8,0
2008-10-03,Agdenes,7,0
2008-10-04,Agdenes,7,0
2008-10-10,Agdenes,18,0
2008-10-11,Agdenes,10,0
2008-10-24,Agdenes,8,0
2008-10-25,Agdenes,8,0
2008-10-31,Agdenes,4,0
2008-11-01,Agdenes,10,0
2008-11-07,Agdenes,8,0
2008-11-08,Agdenes,8,0
2008-11-14,Agdenes,5,0
2008-11-22,Agdenes,9,0
2009-01-16,Agdenes,8,0
2009-01-21,Agdenes,6,0
2009-01-23,Agdenes,1,1
2009-01-24,Agdenes,1,1
2009-01-31,Agdenes,6,0
2009-02-06,Agdenes,4,0
2009-02-07,Agdenes,4,0
2009-02-13,Agdenes,10,0
2009-02-14,Agdenes,10,0
2009-02-22,Agdenes,2,6
2009-02-27,Agdenes,5,0
2009-03-06,Agdenes,6,0
2009-03-07,Agdenes,8,0
2009-03-13,Agdenes,10,0
2009-03-14,Agdenes,2,4
2009-03-20,Agdenes,8,0
2009-03-21,Agdenes,9,1
2009-03-27,Agdenes,7,0
2009-03-28,Agdenes,6,0
2009-04-05,Agdenes,8,0
2009-04-06,Agdenes,8,0
2009-04-07,Agdenes,7,0
2009-04-08,Agdenes,7,0
2009-04-09,Agdenes,10,0
2009-04-10,Agdenes,8,0
2009-04-11,Agdenes,8,0
2009-04-12,Agdenes,8,0
2009-04-17,Agdenes,10,0
